Vector.num.1,Vector.num.2,Vector.num.3,Vector.num.4,Vector.num.5,Vector.num.6,Vector.num.7,Vector.num.8,Vector.num.9,Vector.num.10
0.180317224,0.424749781,0.675847252,-0.974690757,-0.339806491,0.985919841,-0.254433791,0.294245371,0.950127875,-0.713546604
0.673865096,-0.906263739,0.271582496,-0.425116303,0.987452584,-0.851940085,-0.554517848,0.213883381,-0.977444517,0.999946062
0.618053532,-0.404120169,0.459032804,-0.815766056,-0.426410913,-0.987700223,0.98682429,-0.561470758,0.333211522,0.26595407
0.71064875,0.70206583,-0.92631769,-0.160956478,0.29406574,0.998691733,-0.455229818,0.841992757,-0.932587425,-0.019390535
-0.383423359,-0.877328549,0.836028079,0.818434855,0.999904242,-0.160344168,0.480023993,-0.57750485,-0.783922666,0.274562525
0.31862672,0.983312479,-0.593404263,0.66307038,0.961944621,-0.002747404,0.995401816,-0.889450195,-0.873269011,-0.74171376
-0.585482388,-0.955748723,0.96120833,-0.832627966,0.590627087,-0.024099321,-0.671684264,0.649165418,0.991200226,0.999618813
0.96001037,0.999384725,0.669402802,-0.030183117,-0.990999019,0.467656676,-0.249573341,-0.999992944,0.400510666,0.981001489
0.998824144,-0.376902709,0.999646918,0.085642633,-0.680262382,-0.837706425,-0.787083736,0.984017014,0.928453003,-0.958030029
0.519537079,0.135412513,-0.886469645,-0.83608192,-0.528418932,0.155640181,0.338935177,-0.993885992,0.962177267,0.948296047
-0.914724099,-0.851745082,0.47192941,0.947655791,0.104295731,-0.736165996,-0.815930091,0.940660014,-0.98103156,0.744147968
0.528858546,0.818687028,0.975762707,0.75987062,0.717915254,0.964717403,0.944774694,-0.960301496,0.884849628,0.124584032
0.582156795,-0.171586499,-0.96336859,-0.703460105,-0.395825862,-0.263884141,-0.772158783,0.855511922,0.993479613,-0.53920172
-0.174848093,0.167163048,0.843117873,0.940640798,0.973521723,-0.164371574,-0.956347753,-0.921721149,0.999993754,0.978810675
0.819955751,-0.608647674,0.831294707,-0.918359162,0.35790842,-0.917450727,0.041663468,0.201508194,-0.026983549,0.986134407
0.427257184,0.599994017,-0.733152895,-0.480685198,-0.526233703,0.99085269,0.967878739,-0.9086364,0.991597689,-0.666254108
0.569170617,-0.974580978,-0.999107375,-0.9525047,-0.732559038,-0.822857383,-0.32448194,-0.902394237,0.527849352,-0.385693906
0.989809291,-0.380733242,0.967975573,0.477522461,0.996134705,-0.999981085,0.957613829,-0.079440744,0.966875039,0.888816232
0.191476216,0.532700145,-0.42346044,-0.178636366,0.291035425,-0.677580422,0.84032195,0.709031807,0.475125636,0.998750815
-0.16164209,-0.477660643,-0.975196438,-0.42447551,0.309646775,0.461765098,-0.70729956,-0.676714233,-0.969626929,0.442439411
-0.479472364,0.948639558,-0.741891811,-0.348547819,-0.245076907,0.216049618,-0.979656726,-0.827446718,0.509099582,-0.840060196
0.515608363,0.965678845,0.316507443,-0.13044952,0.437334858,0.956684216,-0.083705291,-0.007412316,0.822737668,-0.429249964
0.525616607,-0.86268355,-0.983492796,-0.796302537,-0.229306261,-0.316371131,-0.378431303,0.856919491,0.997205992,-0.059672956
-0.981958527,0.953881114,0.220314166,0.987423708,-0.299188065,0.828960671,0.150598326,-0.66736808,0.217933502,0.308589258
0.759584278,0.012222756,-0.799194296,-0.718896027,-0.835103928,-0.246926062,0.082933938,-0.777344254,0.435734165,0.059365706
0.813743972,-0.603635509,-0.869253132,0.107536496,0.84016551,0.646831863,-0.801427614,0.999964121,-0.878556413,-0.382267301
0.580688453,0.946630306,-0.919465516,0.981504938,0.721716153,-0.204876949,0.674923033,-0.989560719,-0.53281096,-0.918329204
0.956990409,0.983516159,-0.905803883,0.990402169,0.984005068,0.999411605,-0.854875831,-0.862060591,0.954529875,-0.392414067
0.890968074,-0.88604669,-0.954708934,-0.683700276,-0.304380532,0.189954305,0.372078169,-0.721320866,-0.144769799,0.132052884
-0.696817461,0.344162471,0.272849268,-0.491167149,-0.035737831,-0.079488696,-0.072421898,0.999995761,-0.574944636,0.743656238
0.119165608,-0.999075295,0.878388378,0.782444889,-0.88367422,-0.913293472,-0.482763562,-0.822301876,-0.702690333,-0.439586114
-0.50684803,0.852283792,-0.854081836,0.895052858,-0.94323993,0.471985213,0.010773396,0.071910615,0.151652128,0.997002141
0.115475043,-0.684715619,0.623569192,-0.646672313,0.940574171,-0.697576816,-0.953639231,-0.944546761,0.8783733,0.658512572
-0.441678478,0.629031295,-0.757502931,0.519710344,-0.810089293,-0.428823918,-0.980281101,-0.85220223,-0.855271257,0.692915056
0.448320094,0.977441004,0.544550334,0.32803454,0.931150561,-0.987691201,-0.159352734,0.161605057,0.988188991,-0.948883743
0.589797825,-0.298255322,-0.05623931,-0.982655884,0.897136509,0.808447266,-0.589228826,-0.966058833,-0.97347742,0.997601986
-0.895692528,0.878526167,0.740593733,-0.010148787,-0.017739865,-0.917432593,0.627619999,-0.78037734,-0.801653033,0.896657694
0.379281839,0.564213881,0.974195612,0.725776947,0.971959263,0.530192068,-0.398261159,-0.989255927,0.855268114,-0.340273051
0.190345781,-0.739110586,-0.375594889,0.73900843,-0.5036761,-0.998906357,-0.874683667,-0.037935675,0.896604696,-0.839248085
-0.094571182,-0.30116,0.738106125,0.962944254,0.908990413,-0.805834403,0.929468246,-0.454220631,0.749520223,-0.009070576
0.933368379,0.545783637,0.981086917,-0.67017659,0.023890491,-0.494482761,-0.669559271,-0.697747662,-0.513093055,0.597843709
0.974814868,0.799310133,0.764449362,-0.76574542,0.954097816,0.996473396,0.056037365,0.583960929,0.214498978,0.92222738
0.443258391,0.97980437,-0.88876155,-0.163221783,-0.265895881,0.953019775,0.569629513,-0.604446239,0.756299857,0.664029788
0.962464921,-0.230804504,0.830197937,-0.506548288,-0.955924793,0.992969371,0.404841508,-0.943855111,0.960301515,0.821335795
-0.817458755,0.382525619,-0.654587698,-0.47190815,0.158669701,-0.271984367,0.579178857,-0.987796025,-0.630449033,-0.79856863
-0.673182165,-0.92288737,-0.299981123,-0.565920865,0.904938613,-0.621781888,-0.661955132,-0.98220429,0.398844457,-0.20956234
0.047569209,-0.672218281,-0.657671203,0.86794001,0.698628262,-0.811735828,-0.293921827,-0.880768575,0.948774285,-0.184128882
-0.561814601,-0.592757297,0.713477188,0.984444378,0.991180953,-0.771595795,-0.915038558,-0.692345805,0.522909927,0.997285021
-0.9112921,0.500810814,-0.891606098,-0.313238716,0.831198523,0.870709527,0.971692447,-0.866442598,0.998612752,0.175245241
-0.944275655,-0.967688972,0.908053701,0.914883476,0.953451579,0.220486939,0.922373181,-0.685254385,0.873587686,0.955443998
0.334275727,0.032021258,0.744167943,0.13748606,0.708772563,-0.310669342,0.143859918,-0.911945139,-0.992360497,0.577745296
-0.394263283,0.971403652,0.981697988,-0.241922412,-0.828065668,0.879475854,0.670124255,-0.138257441,-0.758379399,0.964735746
0.934576731,-0.431247627,-0.618264923,0.9739585,0.957498735,-0.36653643,0.893581547,-0.749071648,0.66130982,-0.412245817
0.951874245,0.489485637,-0.069222382,0.956624708,0.910640486,0.201898266,0.28904917,0.973779151,-0.804373247,0.46354677
-0.851875899,-0.99843791,-0.040105314,-0.999120265,0.518030178,-0.314697781,0.082495259,-0.932728391,-0.608568379,0.72910616
0.484950217,-0.956332833,-0.99996835,-0.181088577,-0.99669898,-0.999285106,0.994893835,-0.10607935,-0.018903447,-0.64077094
-0.140077872,0.621353783,-0.01065002,-0.336374855,-0.325295381,0.207927005,-0.984266355,-0.824876994,0.883921636,0.012693529
0.310843738,0.024069632,-0.783613826,-0.926474556,-0.961956643,0.924264853,0.995569539,0.987695814,0.986147464,0.996514331
-0.847601979,0.984563013,0.980075087,-0.325116696,0.904165796,-0.991479049,0.32155076,0.209766303,0.619515385,-0.345594916
-0.788952795,0.165033646,0.211768494,-0.999558169,-0.858449906,0.031908695,0.923026727,0.84199868,-0.15061354,0.963078118
0.10495011,-0.947547661,0.680141671,-0.660942451,0.78606594,-0.448488994,-0.760210132,-0.808232771,-0.980312308,0.959380512
0.503159827,0.4028567,0.973438016,0.756086376,-0.999937692,-0.019873744,0.40817068,-0.663221739,0.647021465,-0.136744016
-0.445110812,0.997795499,0.921195434,-0.502645399,-0.915678478,-0.994108327,-0.999897206,-0.2815524,0.336851246,-0.029784987
-0.263927808,-0.974765164,-0.226752391,0.240438985,0.82942585,0.976319216,0.646383481,0.799721604,0.988040192,0.99998934
-0.894300068,0.981940184,0.421527835,-0.996854392,0.986066595,-0.537977038,0.228536444,-0.927834688,0.64325909,0.949290206
-0.96948265,0.986346473,-0.893219786,-0.702723357,0.169625366,-0.205327389,0.564914334,-0.583869841,-0.966004228,0.715579565
0.493591305,0.935890998,0.989734635,-0.591445424,0.859607022,-0.941369507,0.132773024,-0.490110896,0.903520504,0.991242172
0.03048574,0.88031179,-0.932612113,0.590443356,0.034341077,-0.457888399,0.746496087,-0.453187359,0.056940674,-0.04275097
-0.139716733,-0.918185106,-0.993353929,0.910627734,-0.860223842,-0.909142257,0.815441809,-0.539087803,0.99939401,0.71683053
-0.951547661,-0.103089729,0.769457632,-0.064827345,-0.22620494,-0.238383299,-0.880026803,-0.018650257,-0.997306929,-0.775063373
0.842683576,0.138608999,0.81534002,-0.594915802,0.194074543,-0.519431631,-0.991398022,-0.392774314,-0.821266087,0.870095825
0.99523552,-0.976872305,-0.998155205,0.919853318,-0.947281892,0.050002712,-0.708201825,-0.00785454,0.160378892,0.016972883
-0.919398445,0.847774409,0.879774637,-0.738317496,-0.91375175,-0.973971089,0.487140225,-0.94340448,-0.822103018,0.099363958
0.861778944,-0.748934047,0.512384547,-0.774813737,0.523639038,-0.979497748,0.940118728,-0.97951609,-0.518365783,0.958000754
-0.738194764,0.999508041,0.133538092,-0.763660007,-0.106931544,-0.764371858,0.246312948,-0.43574782,0.994282474,0.367280977
-0.072413406,0.461354557,0.99739995,0.533255727,0.979583038,-0.314835982,-0.279065646,-0.352995909,0.789708943,0.024125723
-0.13647289,0.295676331,-0.489362824,-0.494852056,-0.631404322,-0.775824015,0.599036512,-0.409528682,-0.992080552,-0.978039102
0.789317129,0.892489101,0.713961078,0.36340133,0.998586621,0.455039928,0.323888413,-0.315680544,-0.087908234,0.999219665
0.962234482,0.448180742,0.131087415,-0.999882416,-0.488717871,-0.998092207,-0.323343286,-0.90080739,-0.494837967,0.606532756
-0.9322797,0.169755606,0.007773688,0.35257839,0.849845983,0.170018677,-0.691895554,-0.500330427,0.681338276,0.931094311
0.576825901,-0.531164985,-0.424413383,0.064570739,0.15880192,0.983785877,-0.99989833,0.796275617,0.995000955,-0.396347271
-0.960895699,0.658937723,-0.969030709,0.856450436,0.555192572,0.097507556,-0.779543281,-0.021838177,0.987833157,0.704717721
-0.459024542,0.973614957,0.969821218,-0.457537649,-0.16972148,-0.964889521,-0.956981775,-0.994817608,-0.091309591,-0.564618091
0.991510886,0.706958617,0.992565626,-0.562641124,0.990265805,0.847217964,-0.582830791,-0.920606269,0.595142061,0.346359111
-0.823795189,-0.960742302,-0.807112919,-0.735902815,0.07980525,0.803277931,-0.895288137,0.204390982,0.107175921,-0.879428892
0.394193354,0.192290717,0.003570685,-0.969292016,0.968986221,-0.960446864,0.522958473,-0.811666045,0.996632063,-0.198294908
-0.923758899,0.895095436,0.110458299,-0.856156846,-0.302779258,0.99989144,-0.991258307,0.996415726,-0.258321853,-0.246213649
0.474724606,0.922452436,-0.710978409,0.855114241,0.796996299,0.23980905,0.99887225,0.275432122,-0.908647138,0.63474938
-0.929457601,-0.596759023,-0.988140611,-0.929403171,0.92703797,0.056101695,0.63128369,-0.138034253,-0.441452293,0.642672369
0.986766945,-0.420551077,0.577352345,-0.423864376,0.104919765,0.214876176,-0.41274295,0.151992624,-0.228857135,-0.814207676
0.211662966,0.603737081,-0.224680857,-0.570214391,0.718969356,-0.999846245,0.804757183,0.396741039,0.906958949,-0.534831119
0.533660128,0.995981801,0.414623061,0.997922815,0.842914308,0.57631126,0.067435937,-0.998757382,0.952663603,-0.424566673
-0.661567648,0.93511037,0.435490518,-0.058152142,0.998945074,-0.956862612,-0.946227512,0.982223723,0.657837744,0.847349269
-0.221723325,-0.259806971,0.261854525,-0.909716388,-0.648820692,0.193405955,0.948274623,0.674373147,0.905227006,0.557154863
0.22146009,0.380384939,-0.740949684,-0.682362401,0.987555076,-0.879056336,0.811842323,0.930367437,0.987313148,0.437892148
0.383853281,-0.732264619,-0.773482843,-0.82496235,0.675748383,0.820588142,-0.657449215,-0.996545175,0.64499135,-0.650428025
-0.029100908,-0.999993277,0.999068927,-0.95320922,-0.094049842,-0.94913278,-0.999918061,-0.060110455,-0.021841832,-0.946962657
-0.717945189,0.681396398,0.449686311,-0.834335285,-0.988686845,0.86091307,0.738010826,0.374428353,0.426287908,0.102972886
0.961149952,0.991466504,0.981868732,-0.445077924,0.808639391,-0.175960475,0.893001887,-0.971184986,0.880879352,0.952408549
0.652251727,0.395864611,0.921940738,-0.099384313,0.49460195,-0.992914299,-0.780322397,-0.142982768,0.827144392,0.317324641
-0.566470937,0.978156672,-0.604327559,-0.119820116,0.729862928,-0.861653434,0.520500578,0.539378082,0.864144728,0.890288474
0.969064085,-0.532393091,0.906193888,-0.105226712,-0.88194874,-0.844794491,-0.040069934,0.626715445,-0.877550365,-0.552071497
-0.051529934,0.452564116,0.675169391,-0.65722502,0.152095367,0.459664776,0.442479031,-0.930462251,-0.084131505,0.868946197
0.933000113,-0.775310066,-0.481636735,0.091407856,-0.187533316,-0.991996845,0.642141333,-0.678520804,-0.270728616,0.10466416
0.747452954,0.959758243,-0.559371486,-0.772414965,0.603538167,-0.665797375,0.832646223,-0.977739853,-0.998435017,0.705743954
0.850101525,0.588818135,-0.775093293,0.989582897,-0.960889338,0.032751934,0.550473409,0.617968783,0.783198623,0.865630605
0.999395093,0.703031479,0.957809411,0.816103774,0.559683543,0.843184517,-0.046582566,0.958557356,0.801592498,-0.979336435
0.880978669,0.744770166,0.4331911,-0.901560676,-0.727945298,0.801896092,0.939128466,0.931842058,0.813855348,0.067841161
-0.997769104,0.998161248,0.573871392,0.40477095,0.595493558,-0.976874924,-0.997758004,-0.645871195,0.872825747,0.715137828
-0.557459036,0.187575798,-0.973397071,-0.388821438,-0.975180539,0.985748952,0.672748781,0.484822163,0.879959154,0.647524194
0.107581566,0.910716716,0.512963952,0.980186858,0.713770567,-0.533867138,0.147000032,-0.978475299,0.917987476,-0.764010922
0.162378969,0.489888427,-0.075493585,-0.277183701,-0.14334105,-0.640217734,-0.992368662,0.76678209,0.788699239,-0.882622417
0.718367615,-0.864018517,0.523150093,0.964953797,-0.528959648,-0.6603527,0.04099674,-0.716060171,-0.049926049,0.878848008
-0.530945512,-0.982441135,0.968768874,-0.938606884,0.839312269,-0.661224826,0.878398507,0.894071839,0.937492227,0.979606259
-0.365120816,0.985230173,-0.084093902,0.189569171,-0.099480559,-0.846930541,-0.921591838,-0.816057279,-0.583462098,-0.325710103
-0.921389714,0.655815888,0.06163198,0.25355484,0.86220357,-0.728147516,0.907407915,-0.16560908,0.906878586,-0.822094826
0.989697603,-0.359746704,0.801799884,0.97369405,0.774378376,0.585125589,-0.93930463,-0.801355372,0.974501658,-0.641400312
-0.003991751,-0.946690129,-0.590684362,0.965470377,-0.942208001,-0.880805564,0.423487448,0.250649942,0.745735529,-0.81181382
0.995666144,-0.786972873,0.359333678,0.080482681,0.983099451,-0.999534882,0.916491287,-0.229527006,0.210360619,0.984414659
0.64906526,0.994486106,0.990846537,-0.958443457,-0.887859421,0.515359761,0.823871417,-0.832937488,-0.944387762,0.834674112
0.391873323,-0.971023173,0.190397941,-0.663321006,-0.678324756,-0.994767566,0.995914955,-0.800878947,0.924603302,-0.726676768
-0.805370701,-0.303715585,-0.856504979,0.078909211,-0.496789424,-0.3258278,-0.225583201,-0.997572584,0.959817513,-0.846025644
